Season,M/W,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,10,Yang T.Y. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,14,Zhai D.J. ,-,OH,1,1,0,0,-,-20,1,1,0,2,0,0,0,2,2,0,0,1,0,1,-100,0,1,3,4,-25,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,15,Peng S.K. ,-,MB,2,2,0,0,-,25,2,0,1,3,66.67,0,0,0,0,-,0,1,0,1,-100,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,16,Qu Z.S. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,3,5,40,3,1,4,50,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,17,Wang J.Y. ,-,O,9,8,1,0,-,31.58,8,0,3,11,72.73,1,2,2,5,-20,0,1,2,3,-33.33,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,20,Rao S.H. ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,22,Zhang J.Y. ,-,OH,3,2,0,1,-,0,2,1,4,7,14.29,0,1,0,1,-100,1,1,5,7,0,0,0,6,6,0,1,1,2,0,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,3,30,Mao T.Y. ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,2,Jiang C. ,C,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,3,Wang H.B. ,-,S,1,0,1,0,-,0,0,0,0,0,-,1,1,1,3,0,0,0,5,5,0,0,0,0,0,-,3,0,3,100,6,0,14,20,30
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,4,Li L. ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,6,Yu Y.T. ,-,OH,3,2,1,0,-,-5.88,2,2,7,11,0,1,1,0,2,0,0,1,3,4,-25,0,0,5,5,0,0,0,0,-,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,8,Wang D.C. ,-,MB,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,9,Li Y.Z. ,-,MB,0,0,0,0,-,-42.86,0,0,0,0,-,0,3,1,4,-75,0,0,3,3,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,10,Yang T.Y. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,14,Zhai D.J. ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,15,Peng S.K. ,-,MB,6,2,4,0,-,25,2,0,0,2,100,4,2,2,8,25,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,16,Qu Z.S. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,7,8,12.5,2,1,3,33.33,0,0,4,4,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,17,Wang J.Y. ,-,O,2,2,0,0,-,-14.29,2,0,4,6,33.33,0,3,0,3,-100,0,1,4,5,-20,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,20,Rao S.H. ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,22,Zhang J.Y. ,-,OH,8,6,1,1,-,23.53,6,1,2,9,55.56,1,1,1,3,0,1,2,2,5,-20,0,0,6,6,0,1,1,2,0,0,0,2,2,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,China,Belgium,3,1,25,25,22,25,-,20,20,25,22,-,4,30,Mao T.Y. ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,1,Cox ,C,O,2,2,0,0,-,0,2,0,0,2,100,0,0,0,0,-,0,2,0,2,-100,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,2,Reggers ,-,O,19,18,0,1,-,7.02,18,11,13,42,16.67,0,1,1,2,-50,1,3,9,13,-15.38,0,0,0,0,-,3,2,6,16.67,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,6,Plaskie ,-,OH,2,2,0,0,-,0,2,1,2,5,20,0,1,0,1,-100,0,0,4,4,0,4,0,11,15,26.67,3,0,3,100,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,8,Fransen ,-,OH,4,3,1,0,-,-3.57,3,1,2,6,33.33,1,3,4,8,-25,0,1,13,14,-7.14,1,0,1,2,50,2,2,5,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,9,D'heer ,-,MB,11,5,4,2,-,15.15,5,0,3,8,62.5,4,2,8,14,14.29,2,4,5,11,-18.18,0,0,2,2,0,0,1,2,-50,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,11,V. Hoyweghen ,-,S,2,0,1,1,-,0,0,0,0,0,-,1,2,4,7,-14.29,1,0,17,18,5.56,0,0,0,0,-,5,8,13,-23.08,17,0,74,91,18.68
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,12,Rotty ,-,OH,12,11,1,0,-,5,11,6,6,23,21.74,1,3,4,8,-25,0,1,8,9,-11.11,3,2,20,25,4,5,3,8,25,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,13,Verwimp K. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,5,7,12,-16.67,0,0,3,3,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,16,Ponseele ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,0,-,0,1,1,-100,0,0,4,4,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,20,Van de Velde ,-,OH,0,0,0,0,-,0,0,0,1,1,0,0,0,0,0,-,0,0,4,4,0,0,0,1,1,0,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,23,Perin ,-,OH,10,8,1,1,-,0,8,5,10,23,13.04,1,2,1,4,-25,1,3,5,9,-22.22,5,1,14,20,20,0,3,3,-100,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,26,Dufraing ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,6,0,9,15,40,3,4,9,-11.11,0,0,8,8,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,28,Cardillo ,-,MB,2,1,0,1,-,-20,1,0,1,2,50,0,4,0,4,-100,1,0,3,4,25,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,ALL,29,Lips ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,1,Cox ,C,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,2,Reggers ,-,O,5,5,0,0,-,7.14,5,4,3,12,8.33,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,1,1,2,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,6,Plaskie ,-,OH,0,0,0,0,-,0,0,0,1,1,0,0,0,0,0,-,0,0,0,0,-,1,0,2,3,33.33,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,8,Fransen ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,9,D'heer ,-,MB,3,0,1,2,-,50,0,0,0,0,-,1,0,1,2,50,2,0,2,4,50,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,11,V. Hoyweghen ,-,S,1,0,0,1,-,0,0,0,0,0,-,0,1,2,3,-33.33,1,0,5,6,16.67,0,0,0,0,-,1,3,4,-50,4,0,19,23,17.39
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,12,Rotty ,-,OH,3,2,1,0,-,9.09,2,2,2,6,0,1,0,1,2,50,0,0,3,3,0,0,0,7,7,0,2,1,3,33.33,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,13,Verwimp K. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,16,Ponseele ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,20,Van de Velde ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,23,Perin ,-,OH,1,1,0,0,-,-30,1,0,5,6,16.67,0,2,0,2,-100,0,2,0,2,-100,2,0,5,7,28.57,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,26,Dufraing ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,2,4,50,0,2,3,-66.67,0,0,4,4,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,28,Cardillo ,-,MB,2,1,0,1,-,-11.11,1,0,1,2,50,0,3,0,3,-100,1,0,3,4,25,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,1,29,Lips ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,1,Cox ,C,O,0,0,0,0,-,-100,0,0,0,0,-,0,0,0,0,-,0,1,0,1,-100,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,2,Reggers ,-,O,4,4,0,0,-,0,4,3,3,10,10,0,0,0,0,-,0,1,4,5,-20,0,0,0,0,-,1,1,2,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,6,Plaskie ,-,OH,1,1,0,0,-,0,1,0,0,1,100,0,1,0,1,-100,0,0,3,3,0,3,0,5,8,37.5,3,0,3,100,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,8,Fransen ,-,OH,0,0,0,0,-,-40,0,1,0,1,-100,0,1,1,2,-50,0,0,2,2,0,0,0,1,1,0,1,0,1,100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,9,D'heer ,-,MB,3,2,1,0,-,0,2,0,1,3,66.67,1,1,2,4,0,0,2,0,2,-100,0,0,2,2,0,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,11,V. Hoyweghen ,-,S,0,0,0,0,-,-33.33,0,0,0,0,-,0,1,0,1,-100,0,0,2,2,0,0,0,0,0,-,0,1,1,-100,2,0,19,21,9.52
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,12,Rotty ,-,OH,5,5,0,0,-,7.69,5,3,2,10,20,0,0,1,1,0,0,1,1,2,-50,2,0,4,6,33.33,1,2,3,-33.33,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,13,Verwimp K. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,2,100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,16,Ponseele ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,0,-,0,1,1,-100,0,0,4,4,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,20,Van de Velde ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,23,Perin ,-,OH,3,2,0,1,-,28.57,2,1,0,3,33.33,0,0,1,1,0,1,0,2,3,33.33,0,1,1,2,-50,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,26,Dufraing ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,4,4,0,0,1,1,-100,0,0,2,2,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,28,Cardillo ,-,MB,0,0,0,0,-,-100,0,0,0,0,-,0,1,0,1,-100,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,2,29,Lips ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,1,Cox ,C,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,2,Reggers ,-,O,6,5,0,1,-,20,5,1,4,10,40,0,1,0,1,-100,1,1,2,4,0,0,0,0,0,-,1,0,2,50,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,6,Plaskie ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,8,Fransen ,-,OH,3,2,1,0,-,7.69,2,0,1,3,66.67,1,1,2,4,0,0,1,5,6,-16.67,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,9,D'heer ,-,MB,3,3,0,0,-,9.09,3,0,1,4,75,0,1,3,4,-25,0,1,2,3,-33.33,0,0,0,0,-,0,0,1,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,11,V. Hoyweghen ,-,S,1,0,1,0,-,12.5,0,0,0,0,-,1,0,1,2,50,0,0,6,6,0,0,0,0,0,-,1,2,3,-33.33,7,0,15,22,31.82
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,12,Rotty ,-,OH,2,2,0,0,-,0,2,0,2,4,50,0,2,1,3,-66.67,0,0,3,3,0,1,1,5,7,0,1,0,1,100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,13,Verwimp K. ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,4,6,-33.33,0,0,1,1,0
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,16,Ponseele ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,20,Van de Velde ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,23,Perin ,-,OH,3,2,1,0,-,28.57,2,0,1,3,66.67,1,0,0,1,100,0,1,2,3,-33.33,1,0,4,5,20,0,3,3,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,26,Dufraing ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,3,0,1,4,75,1,1,3,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,28,Cardillo ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,3,29,Lips ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,1,Cox ,C,O,2,2,0,0,-,33.33,2,0,0,2,100,0,0,0,0,-,0,1,0,1,-100,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,2,Reggers ,-,O,4,4,0,0,-,0,4,3,3,10,10,0,0,1,1,0,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,6,Plaskie ,-,OH,1,1,0,0,-,0,1,1,1,3,0,0,0,0,0,-,0,0,1,1,0,0,0,4,4,0,0,0,0,-,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,8,Fransen ,-,OH,1,1,0,0,-,0,1,0,1,2,50,0,1,1,2,-50,0,0,6,6,0,1,0,0,1,100,1,1,3,0,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,9,D'heer ,-,MB,2,0,2,0,-,14.29,0,0,1,1,0,2,0,2,4,50,0,1,1,2,-50,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,11,V. Hoyweghen ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,4,4,0,0,0,0,0,-,3,2,5,20,4,0,21,25,16
2024,Men,8,2024/7/7,Final_1st-2nd,Final_Round,Linyi,China,Belgium,China,1,3,20,20,25,22,-,25,25,22,25,-,4,12,Rotty ,-,OH,2,2,0,0,-,0,2,1,0,3,33.33,0,1,1,2,-50,0,0,1,1,0,0,1,4,5,-20,1,0,1,100,0,0,1,1,0
